,scenario,forcing,base_period,from_year,to_year,p05,p16,p50,p84,p95
458,ssp126,anthro,1995-2014,2018,2037,0.3880631892114722,0.44850090621483335,0.5709578409153067,0.7199631848453018,0.8260044492991135
459,ssp126,anthro,1995-2014,2019,2038,0.40063176406316553,0.4646361626542142,0.5925384992477629,0.7505187032258726,0.8615913163666413
460,ssp126,anthro,1995-2014,2020,2039,0.41344644060267915,0.479392390089923,0.6134646774048115,0.7799563466268395,0.8968102916446709
461,ssp126,anthro,1995-2014,2021,2040,0.4240396075303074,0.49357682167161865,0.6343192035800069,0.8088116314332197,0.9325793511126874
462,ssp126,anthro,1995-2014,2022,2041,0.4344762178317948,0.5070040726049596,0.6533006325318145,0.8354318987644622,0.9646167088629385
463,ssp126,anthro,1995-2014,2023,2042,0.44491541344369334,0.5200277414394392,0.6729098719639718,0.8614533673487352,0.9957945318723448
464,ssp126,anthro,1995-2014,2024,2043,0.4552904309273743,0.5321453468281321,0.691068831336453,0.8862265553215675,1.0285784658423336
465,ssp126,anthro,1995-2014,2025,2044,0.4649075642398045,0.5439988356933244,0.7087449894842792,0.9104103562160302,1.060355091207219
466,ssp126,anthro,1995-2014,2026,2045,0.47372355728259724,0.5552600489517375,0.726057948100842,0.9330189762399955,1.0909074073308398
467,ssp126,anthro,1995-2014,2027,2046,0.4822256211713907,0.5653293325631507,0.7422015750503975,0.9543686205256199,1.119565362705049
468,ssp126,anthro,1995-2014,2028,2047,0.48949654981316043,0.5744010824913632,0.7568141798589392,0.9757507737137099,1.1448861202621177
469,ssp126,anthro,1995-2014,2029,2048,0.49649066088564675,0.582772192133753,0.7703867415123042,0.9952832504952825,1.1712631629558643
470,ssp126,anthro,1995-2014,2030,2049,0.5029615388536537,0.5912599586043575,0.783804290468207,1.0145255224352066,1.1944663736865586
471,ssp126,anthro,1995-2014,2031,2050,0.5093719268622703,0.599514129372564,0.7960433664778827,1.0314863562129484,1.2160567398202475
472,ssp126,anthro,1995-2014,2032,2051,0.5152743351078023,0.6075625227115121,0.8065382907550337,1.048820663507042,1.235142648141341
473,ssp126,anthro,1995-2014,2033,2052,0.5205097547940989,0.6153702863449432,0.8182639449076522,1.0640488074033025,1.2527952903436954
474,ssp126,anthro,1995-2014,2034,2053,0.5261634423895315,0.6219858926375986,0.8273910076261495,1.0795699741412015,1.2724897361578122
475,ssp126,anthro,1995-2014,2035,2054,0.5300860362186489,0.6276837382779021,0.8360942928937506,1.0926583100997942,1.2913204937979041
476,ssp126,anthro,1995-2014,2036,2055,0.5328261903664737,0.6335244754046777,0.84501718634841,1.1057046249907272,1.3092562991594656
477,ssp126,anthro,1995-2014,2037,2056,0.5383972558979236,0.6390318937277479,0.8535247384545663,1.1171683570634352,1.326183397915992
478,ssp126,anthro,1995-2014,2038,2057,0.542814008605467,0.6442320668699821,0.8612944400316,1.1280142002486608,1.340111867038011
479,ssp126,anthro,1995-2014,2039,2058,0.5458429644451354,0.6491343101639342,0.8681918746421902,1.1384965405926668,1.3524423573078947
480,ssp126,anthro,1995-2014,2040,2059,0.5477391418441702,0.6535239289581815,0.8742103008798002,1.1482144744869858,1.364274888227248
481,ssp126,anthro,1995-2014,2041,2060,0.5512658362460462,0.6576897496559819,0.8796755669890057,1.1577338668788077,1.3763921339245537
482,ssp126,anthro,1995-2014,2042,2061,0.5532991734474512,0.6612193126105389,0.8855237946454253,1.1665550216345306,1.387031792600717
483,ssp126,anthro,1995-2014,2043,2062,0.5549170212733372,0.6641690312480623,0.8904541382447266,1.173683371432133,1.3978926439671553
484,ssp126,anthro,1995-2014,2044,2063,0.5566546599006469,0.6675810557833708,0.894741671690798,1.1812777363783045,1.4074814706870336
485,ssp126,anthro,1995-2014,2045,2064,0.5591072688770675,0.6702804484529041,0.8986923581820727,1.1882678339081023,1.41857108198348
486,ssp126,anthro,1995-2014,2046,2065,0.5604001253289876,0.6725727669954303,0.9016449062330059,1.1957480140868186,1.4273577845282892
487,ssp126,anthro,1995-2014,2047,2066,0.5612033305109617,0.6751924449875389,0.9051803454227281,1.2034331714372584,1.43559336288449
488,ssp126,anthro,1995-2014,2048,2067,0.5620392725685052,0.6770773416532757,0.9077788791077477,1.2103409591978296,1.4462761971202374
489,ssp126,anthro,1995-2014,2049,2068,0.5629523561486504,0.6785801279607999,0.9109914290708664,1.2161485521344781,1.456594016463367
490,ssp126,anthro,1995-2014,2050,2069,0.563891511868015,0.6796170883684647,0.9146518798055877,1.221076652911709,1.4662658367783659
491,ssp126,anthro,1995-2014,2051,2070,0.565821208449505,0.6804194081960666,0.9170206008814107,1.224732188940729,1.472996738897187
492,ssp126,anthro,1995-2014,2052,2071,0.5667425138942125,0.6816836759968697,0.9191259846886599,1.2271411448252223,1.4813512040458594
493,ssp126,anthro,1995-2014,2053,2072,0.5669266933755556,0.6835200783362123,0.9207276928851931,1.2293254488567795,1.4855203590959505
494,ssp126,anthro,1995-2014,2054,2073,0.5663007586034015,0.6835683801770155,0.9221530859133403,1.231922915904153,1.489190546931996
495,ssp126,anthro,1995-2014,2055,2074,0.566543714921978,0.6844404387110647,0.9231752460727216,1.2349340241127569,1.4923786372923282
496,ssp126,anthro,1995-2014,2056,2075,0.5650869275375838,0.6842605044353542,0.9238926296197787,1.2368134313310422,1.4973328428436867
497,ssp126,anthro,1995-2014,2057,2076,0.5646917654310182,0.6834114157889947,0.9237469478400762,1.2397618352795685,1.5028531333400725
498,ssp126,anthro,1995-2014,2058,2077,0.5637898831798942,0.6821296013209868,0.924199955918062,1.2421398715546164,1.5082617409430743
499,ssp126,anthro,1995-2014,2059,2078,0.561487174555588,0.681666165232792,0.9239784321083093,1.2432470280266081,1.5092048391747341
500,ssp126,anthro,1995-2014,2060,2079,0.5593389715591262,0.6811149939300969,0.9238979210228864,1.2444818309105639,1.5114384146796545
501,ssp126,anthro,1995-2014,2061,2080,0.5573156677725659,0.6799275880330585,0.9229897988778213,1.2444825473129517,1.5118454916697235
502,ssp126,anthro,1995-2014,2062,2081,0.555210929368499,0.6778679915753159,0.9231450662109104,1.2438706902009877,1.5123425297696609
503,ssp126,anthro,1995-2014,2063,2082,0.5527621063933568,0.6743183704208165,0.9212883167979131,1.244661838265602,1.5136292756906544
504,ssp126,anthro,1995-2014,2064,2083,0.5502240683178292,0.672837613626612,0.9186369767508374,1.2429433344016152,1.51594913546469
505,ssp126,anthro,1995-2014,2065,2084,0.5467654853516649,0.6699580455121944,0.9160532714369347,1.240895360477202,1.5180579670523704
506,ssp126,anthro,1995-2014,2066,2085,0.5454670256240611,0.6679999896170778,0.9135860158970526,1.2397756839983027,1.5163036043391245
507,ssp126,anthro,1995-2014,2067,2086,0.5427460877397418,0.6652737487577037,0.9118992287175278,1.2393106347032334,1.5152312979559017
508,ssp126,anthro,1995-2014,2068,2087,0.5398159004008156,0.6623393074092879,0.9103223736527029,1.2376153584020957,1.5156805512487923
509,ssp126,anthro,1995-2014,2069,2088,0.5370602520407336,0.6584883322619626,0.9081090958921438,1.2353037314010684,1.5156772580217666
510,ssp126,anthro,1995-2014,2070,2089,0.5342840881801342,0.654647693019098,0.9061758780079022,1.235114159783744,1.5115645070684194
511,ssp126,anthro,1995-2014,2071,2090,0.5313813211253384,0.6513891004356527,0.9024901144647273,1.23373014408744,1.5115122575268998
512,ssp126,anthro,1995-2014,2072,2091,0.5277091202055112,0.6488699603142902,0.8981690704095774,1.231134559274789,1.5109543729487898
513,ssp126,anthro,1995-2014,2073,2092,0.5223643179759534,0.6445537035139794,0.8935621725181819,1.228021614249679,1.5109554854492953
514,ssp126,anthro,1995-2014,2074,2093,0.5182621247032949,0.639906273322575,0.8876229001664421,1.2245907528698856,1.5092856728361537
515,ssp126,anthro,1995-2014,2075,2094,0.513149349000553,0.6357202309139905,0.8831612254791155,1.2213924191665788,1.50576962353505
516,ssp126,anthro,1995-2014,2076,2095,0.5088239778571896,0.6321567446898215,0.8776388208272596,1.2174555315858402,1.502461544795358
517,ssp126,anthro,1995-2014,2077,2096,0.5037565728714716,0.6274633535379776,0.8726061339933049,1.2137689247211036,1.4992254727022485
518,ssp126,anthro,1995-2014,2078,2097,0.49905720654416486,0.6224265749260354,0.867760027079084,1.2102761577138152,1.4946390241420553
519,ssp126,anthro,1995-2014,2079,2098,0.49497621653764606,0.6180757634999271,0.8640490745924819,1.205970236835108,1.4902772966976767
520,ssp126,anthro,1995-2014,2080,2099,0.4893988517639403,0.6128965536939337,0.8598051736813167,1.2018152009833811,1.4860821679895926
521,ssp126,anthro,1995-2014,2081,2100,0.4841012488701949,0.6086206107444377,0.8561092025538335,1.1960142573284882,1.4820910721925238
522,ssp245,ch4,1995-2014,1995,2014,0.0,0.0,0.0,0.0,0.0
523,ssp245,ch4,1995-2014,1996,2015,0.0007446157390149421,0.0008812815910993477,0.0011553380250319822,0.0015875395057807706,0.0019103606267413696
524,ssp245,ch4,1995-2014,1997,2016,0.0015024543186212603,0.0017726342906447235,0.0023150940086239524,0.003170875825860495,0.0038110417006418586
525,ssp245,ch4,1995-2014,1998,2017,0.002278749491006571,0.002697037785005687,0.0035002402024226775,0.004777477231642813,0.005746465964616696
526,ssp245,ch4,1995-2014,1999,2018,0.0030907417579272957,0.0036528211283750945,0.004728388125309846,0.00642068775238684,0.007743601004945902
527,ssp245,ch4,1995-2014,2000,2019,0.003946383907566164,0.0046616955088144875,0.006005229993146788,0.008106840633613017,0.009774527509320795
528,ssp245,ch4,1995-2014,2001,2020,0.004865059564720342,0.005718768970161485,0.007330654278147997,0.0098376097600518,0.011874783805644173
529,ssp245,ch4,1995-2014,2002,2021,0.005826856185337692,0.0068403518761605085,0.008706782654689604,0.011656058433228788,0.014024612395620068
530,ssp245,ch4,1995-2014,2003,2022,0.006844891550581145,0.008018044500720656,0.010177141356706998,0.013539267096605188,0.016276272249782585
531,ssp245,ch4,1995-2014,2004,2023,0.00790554944777746,0.009257602250083728,0.011694931344081283,0.015512458612847056,0.018533261721541346
532,ssp245,ch4,1995-2014,2005,2024,0.009020749394931315,0.010548054062176857,0.013304778017347862,0.017565158123326485,0.020948438742150622
533,ssp245,ch4,1995-2014,2006,2025,0.010187300187904657,0.011909713141034195,0.014959114731485368,0.01969841108431055,0.02339287333250889
534,ssp245,ch4,1995-2014,2007,2026,0.011441679923495629,0.0133313777700972,0.01672435405872197,0.02191462325394152,0.025970520644695634
535,ssp245,ch4,1995-2014,2008,2027,0.01271679973023021,0.014796175468793677,0.01853883224898223,0.02418411750868975,0.028572510568615594
536,ssp245,ch4,1995-2014,2009,2028,0.014026154711198746,0.016313610845230152,0.02042316685505785,0.026504828392626897,0.03134943129625562
537,ssp245,ch4,1995-2014,2010,2029,0.015373274334298293,0.017877265165884653,0.022352907885864415,0.028942550590992516,0.034132194236244605
538,ssp245,ch4,1995-2014,2011,2030,0.01675106007195577,0.019482936222766124,0.02431196651859957,0.03140166624645368,0.03692413843554519
539,ssp245,ch4,1995-2014,2012,2031,0.018148693852854846,0.02110207353111007,0.026328592270903783,0.03385346202731732,0.03983854057623367
540,ssp245,ch4,1995-2014,2013,2032,0.019558954088452186,0.02275095672771678,0.028374549542276806,0.036388532135558094,0.042798255491424346
541,ssp245,ch4,1995-2014,2014,2033,0.020989011684982038,0.024414075392170168,0.030399747314156622,0.038982002895205266,0.04579719188617419
542,ssp245,ch4,1995-2014,2015,2034,0.022417489496155775,0.026101392147778468,0.03244556274982824,0.04156926144716891,0.04883457375831317
543,ssp245,ch4,1995-2014,2016,2035,0.023872567646845443,0.027786146161166533,0.034486360180202236,0.04412193354482228,0.05189408821406556
544,ssp245,ch4,1995-2014,2017,2036,0.025298746225835944,0.029433054743501975,0.0365527784862405,0.04668098253292227,0.054946123244097936
545,ssp245,ch4,1995-2014,2018,2037,0.026668660316546133,0.031041340036952626,0.038573105235796046,0.04926392169618524,0.05794550473368175
546,ssp245,ch4,1995-2014,2019,2038,0.02797702038620762,0.03261297663871679,0.04056685300367224,0.0517929772004013,0.060888143472558096
547,ssp245,ch4,1995-2014,2020,2039,0.029272823333391408,0.034095595126188885,0.0424447903715357,0.054229197559240244,0.06374627075704663
548,ssp245,ch4,1995-2014,2021,2040,0.03050306704428587,0.03552548677697532,0.044244319955121236,0.056641379727623925,0.06650475017293274
549,ssp245,ch4,1995-2014,2022,2041,0.03168443044833076,0.036898801935864804,0.045937667259455583,0.05890643894041885,0.0691533791962679
550,ssp245,ch4,1995-2014,2023,2042,0.03281090797936019,0.038178912985733296,0.04757581760299712,0.0610484635935192,0.07169086624742457
551,ssp245,ch4,1995-2014,2024,2043,0.03383910059328286,0.039410357772448175,0.04911758821811585,0.06308598527664855,0.07415622949902656
552,ssp245,ch4,1995-2014,2025,2044,0.03479565192865837,0.04057651442222234,0.050595594894991325,0.06508037630815766,0.07654811355356127
553,ssp245,ch4,1995-2014,2026,2045,0.0357013235174265,0.04164219288988478,0.05201675118034865,0.06695422355180321,0.07880801267496547
554,ssp245,ch4,1995-2014,2027,2046,0.03654296972950348,0.04263333428924412,0.05330618367239304,0.06877346356907227,0.08094944874354688
555,ssp245,ch4,1995-2014,2028,2047,0.03732564911543188,0.04355051228619088,0.05452107565332298,0.0704430295386463,0.08297651275228458
556,ssp245,ch4,1995-2014,2029,2048,0.03807191382158206,0.04440226880138928,0.055649856497550276,0.07201270702370453,0.08486984726146059
557,ssp245,ch4,1995-2014,2030,2049,0.03879986774020257,0.04514335651544335,0.056711984631619194,0.0734433918683257,0.08662029501142582
558,ssp245,ch4,1995-2014,2031,2050,0.03941331931868053,0.045786922847208124,0.057617733405012306,0.07476074562943022,0.08825481222960317
559,ssp245,ch4,1995-2014,2032,2051,0.039923031125042405,0.04635812182810109,0.05847061419939559,0.07595415353974562,0.0898242702956471
560,ssp245,ch4,1995-2014,2033,2052,0.04038167485840172,0.04690773334819987,0.05914818384654075,0.07712144953168353,0.0912455915561551
561,ssp245,ch4,1995-2014,2034,2053,0.04067729643922722,0.04740247841106612,0.05979780520749589,0.07810832388439132,0.0925211717419867
562,ssp245,ch4,1995-2014,2035,2054,0.04094220685516507,0.04769474025281023,0.06033485804136629,0.07885584711311638,0.09364419178903644
563,ssp245,ch4,1995-2014,2036,2055,0.040999993914600005,0.047984726518172774,0.06069970937178182,0.07953236142485495,0.09460162951955935
564,ssp245,ch4,1995-2014,2037,2056,0.04109836803056448,0.04810213945106498,0.061014649153730005,0.08018015924573298,0.09537410054522824
565,ssp245,ch4,1995-2014,2038,2057,0.04120024761177521,0.04815612243217384,0.06126923247258964,0.08060326795220325,0.09599527303018482
566,ssp245,ch4,1995-2014,2039,2058,0.041131152434688276,0.0482308769727382,0.06135402783303978,0.08099635421604692,0.09648357795707355
567,ssp245,ch4,1995-2014,2040,2059,0.0410507686463107,0.04812860656187034,0.06136187212374966,0.08122038757729685,0.09686781484995914
568,ssp245,ch4,1995-2014,2041,2060,0.0408291658986333,0.047913070154328455,0.061173875330525096,0.08133074552196655,0.09730123130866607
569,ssp245,ch4,1995-2014,2042,2061,0.040494481137735835,0.04766867661882146,0.060985967230400284,0.08140205886903071,0.0975611598937338
570,ssp245,ch4,1995-2014,2043,2062,0.040154542064157986,0.04731715805071842,0.060658069731408304,0.08138241383476127,0.0976632605343811
571,ssp245,ch4,1995-2014,2044,2063,0.039633178665834934,0.04692278319482036,0.060246890455469826,0.08130420171418011,0.09759843035233869
572,ssp245,ch4,1995-2014,2045,2064,0.03919303163713748,0.046409021688554104,0.05972401799421356,0.08092154699650689,0.09759297655371062
573,ssp245,ch4,1995-2014,2046,2065,0.03859748926323863,0.04585801579272748,0.059096038772755044,0.08065116317877369,0.09740691103220574
574,ssp245,ch4,1995-2014,2047,2066,0.03791475745277589,0.045192809440236445,0.058472330299436326,0.08018164833246458,0.09691456630098672
575,ssp245,ch4,1995-2014,2048,2067,0.037179571879435436,0.04451441747246973,0.05768865928254452,0.0795902677701342,0.09626219891152747
576,ssp245,ch4,1995-2014,2049,2068,0.03653190765595293,0.04375790450042977,0.056992770932775993,0.07902766836027184,0.09577534533362855
577,ssp245,ch4,1995-2014,2050,2069,0.035766127184923224,0.04302542674825343,0.056194696357857676,0.07831215274818158,0.09558748602004322
578,ssp245,ch4,1995-2014,2051,2070,0.03481074719287052,0.042174264089037905,0.05545771065318772,0.07751271815557696,0.0953556770767309
579,ssp245,ch4,1995-2014,2052,2071,0.033798487887628514,0.04134460301885744,0.054578791832881945,0.0768516676347806,0.09463016751159024
580,ssp245,ch4,1995-2014,2053,2072,0.03301720080636374,0.04042259013959172,0.05370971387433987,0.07606579635869495,0.09360701399893395
581,ssp245,ch4,1995-2014,2054,2073,0.03207402537446562,0.03943621418907477,0.0527375626381803,0.07521860562726666,0.0929616549665865
582,ssp245,ch4,1995-2014,2055,2074,0.03125072554679505,0.03847234973867742,0.051790086791922985,0.07441521216923083,0.09206358315408711
583,ssp245,ch4,1995-2014,2056,2075,0.03047427401910574,0.0374687830909111,0.050754130911147666,0.07340490478508299,0.09180332624702334
584,ssp245,ch4,1995-2014,2057,2076,0.029659277046274645,0.036416388157964504,0.04965863872571252,0.07238997954480009,0.09086436333752362
585,ssp245,ch4,1995-2014,2058,2077,0.028744382965638148,0.03536958747494965,0.04850388118944515,0.07147789197457587,0.0903945405010649
586,ssp245,ch4,1995-2014,2059,2078,0.027695607388401555,0.03417583987220873,0.047403639087035154,0.07058655502118744,0.08905917945392254
587,ssp245,ch4,1995-2014,2060,2079,0.026724474964757584,0.033080961155778035,0.046343926372447886,0.06958306200126242,0.0879779669688042
588,ssp245,ch4,1995-2014,2061,2080,0.025775200862310933,0.032038771114793974,0.04519131021098777,0.06861710115390467,0.08738581089012908
589,ssp245,ch4,1995-2014,2062,2081,0.02470417674438541,0.03091049324990087,0.043934381678447654,0.06779054942442966,0.08628182055969091
590,ssp245,ch4,1995-2014,2063,2082,0.023569454682458125,0.029886392380529495,0.0428290900855528,0.0669015253186658,0.08553377325976971
591,ssp245,ch4,1995-2014,2064,2083,0.02253810032637187,0.028677437504800292,0.04186347389517686,0.06586659517265658,0.08469675505472592
592,ssp245,ch4,1995-2014,2065,2084,0.02155952965713688,0.027566145047878212,0.04080128947626971,0.0649436911807482,0.08362695267002526
593,ssp245,ch4,1995-2014,2066,2085,0.020413448522556978,0.02642663394845589,0.03978695202033666,0.06397201419908763,0.08268304491025986
594,ssp245,ch4,1995-2014,2067,2086,0.01935948520195954,0.02538994456616585,0.03869662655346895,0.06318359875521443,0.08181769574524013
595,ssp245,ch4,1995-2014,2068,2087,0.01833205712256714,0.024262327811621985,0.037740634604120915,0.062196367440283874,0.08096875587492941
596,ssp245,ch4,1995-2014,2069,2088,0.017192109324638907,0.023188863265825192,0.03676724780801699,0.0612131359824898,0.08000203033899438
597,ssp245,ch4,1995-2014,2070,2089,0.01620083795668732,0.02216065449840638,0.035791746008527525,0.06006001696773427,0.07942414860913835
598,ssp245,ch4,1995-2014,2071,2090,0.015124777876750706,0.02111707426180711,0.0348067571621864,0.05927593254585213,0.07866926930947549
599,ssp245,ch4,1995-2014,2072,2091,0.013908008334729561,0.020051166216639223,0.03389539989155166,0.05853172548368185,0.07807104867348795
600,ssp245,ch4,1995-2014,2073,2092,0.012840919560517961,0.0190325534394454,0.032977550032446734,0.05763868982833827,0.0776386038415141
601,ssp245,ch4,1995-2014,2074,2093,0.011883862525431966,0.017877774989131644,0.032110024446272645,0.05670809057419206,0.07720154742861272
602,ssp245,ch4,1995-2014,2075,2094,0.01087075882021078,0.016877331904312322,0.031161689474895615,0.05600063197803964,0.07657460992706548
603,ssp245,ch4,1995-2014,2076,2095,0.00990972400403547,0.01601843676605774,0.030273679158263178,0.05525884882419394,0.07595438655410985
604,ssp245,ch4,1995-2014,2077,2096,0.008903542284431198,0.015113195547829052,0.029383168715695795,0.05445921199245737,0.07539585025954502
605,ssp245,ch4,1995-2014,2078,2097,0.008044848466666466,0.014148545987341254,0.028520736702174698,0.05389589311459402,0.07447457496759442
606,ssp245,ch4,1995-2014,2079,2098,0.007040058165629315,0.01310804858028634,0.027691520310450635,0.053414375041922015,0.07391623483144265
607,ssp245,ch4,1995-2014,2080,2099,0.005968802731742784,0.012183880557261002,0.026888475267508483,0.05269363473824883,0.07393238362021468
608,ssp245,ch4,1995-2014,2081,2100,0.004995720196778476,0.011376712155225661,0.026163929504047445,0.05194334856467218,0.07355850726427242
609,ssp245,slcf,1995-2014,1995,2014,0.0,0.0,0.0,0.0,0.0
610,ssp245,slcf,1995-2014,1996,2015,0.0032381181825505093,0.00412780275920201,0.005661406188307017,0.007445683680741575,0.008802017762121394
611,ssp245,slcf,1995-2014,1997,2016,0.0064619389727914815,0.00828413831474584,0.01145431661957419,0.015077283612635446,0.017873562890233556
612,ssp245,slcf,1995-2014,1998,2017,0.010267859499689247,0.012922320709667572,0.017656017215323838,0.023263345209317155,0.027424249242206145
613,ssp245,slcf,1995-2014,1999,2018,0.014925731090955031,0.018381061756398944,0.024598388356511958,0.03208207474021022,0.037721152146608934
614,ssp245,slcf,1995-2014,2000,2019,0.019418814815716168,0.023800556997667015,0.03150400877994963,0.04107473764746411,0.04810489450492967
615,ssp245,slcf,1995-2014,2001,2020,0.023318704371180155,0.0287363143813732,0.03815576522469488,0.04982664987692612,0.05832938704722747
616,ssp245,slcf,1995-2014,2002,2021,0.026885222485339623,0.03325367286063811,0.04445945484711478,0.0583751429771105,0.06850149830379915
617,ssp245,slcf,1995-2014,2003,2022,0.030377656236066874,0.037601145564514826,0.05078706910709363,0.06713076646072762,0.07861916016419376
618,ssp245,slcf,1995-2014,2004,2023,0.034130821232462985,0.04263353883990188,0.0575189123590667,0.07625762382513224,0.08922186260500006
619,ssp245,slcf,1995-2014,2005,2024,0.03803187798908838,0.047821862420240065,0.06458870760268431,0.08574516885220995,0.10036599639554458
620,ssp245,slcf,1995-2014,2006,2025,0.04231033956373067,0.053348324871019454,0.07196678278874724,0.095890886379365,0.11194550554939743
621,ssp245,slcf,1995-2014,2007,2026,0.04690061408107884,0.0591247718920258,0.07980863508218461,0.10648946680606607,0.12441169829092011
622,ssp245,slcf,1995-2014,2008,2027,0.051782827808911594,0.06526759619992348,0.0880966604227027,0.11750885657353445,0.1373663176130273
623,ssp245,slcf,1995-2014,2009,2028,0.05660159519253627,0.07129001938636743,0.09637048045062058,0.1287302822055916,0.15034192715362285
624,ssp245,slcf,1995-2014,2010,2029,0.06121198744955356,0.07692124719180851,0.10445110380536693,0.13976230893745556,0.16331447326329196
625,ssp245,slcf,1995-2014,2011,2030,0.06550774827875538,0.08231866873044652,0.11212680161326471,0.1501700724556027,0.17549161743760977
626,ssp245,slcf,1995-2014,2012,2031,0.06953806291170483,0.08762686039512396,0.11930909239580656,0.16014492682217038,0.1872792362330714
627,ssp245,slcf,1995-2014,2013,2032,0.07365508512326073,0.092895089785687,0.12636657416514774,0.16967053604027396,0.19888576101940794
628,ssp245,slcf,1995-2014,2014,2033,0.07777417850328402,0.09815347391650345,0.13318902686832657,0.17944646185193788,0.21000782570647267
629,ssp245,slcf,1995-2014,2015,2034,0.08182418458370178,0.10283357397705306,0.13986434085574895,0.1886725382394065,0.22075220839294135
630,ssp245,slcf,1995-2014,2016,2035,0.08564933342915468,0.10744595466851,0.1461202957553589,0.19741264709021944,0.23065409263380698
631,ssp245,slcf,1995-2014,2017,2036,0.08909857221742272,0.11190528855927388,0.151940293323098,0.20588589894901485,0.24058177828340976
632,ssp245,slcf,1995-2014,2018,2037,0.09283069567139615,0.1163391245908315,0.15780234297118934,0.21381972562130164,0.24942268108729926
633,ssp245,slcf,1995-2014,2019,2038,0.09708774314290725,0.12052893846552776,0.16298699468104139,0.22119274510726195,0.25796487443708316
634,ssp245,slcf,1995-2014,2020,2039,0.10064311389421432,0.12482078282451457,0.16825636946264688,0.22799918038664294,0.2660193908126134
635,ssp245,slcf,1995-2014,2021,2040,0.10439781722048806,0.12919910827152697,0.17330687376727294,0.23500049904046955,0.27468877874702236
636,ssp245,slcf,1995-2014,2022,2041,0.10773602800147963,0.13327219771178683,0.17831164833543034,0.2410527085488529,0.2833068205599007
637,ssp245,slcf,1995-2014,2023,2042,0.11076450274372152,0.13764135318505427,0.1833956035896377,0.24688809975384,0.2903209471960729
638,ssp245,slcf,1995-2014,2024,2043,0.11360408546322184,0.141246465339001,0.18836366703952856,0.25304456607295867,0.29927267666659096
639,ssp245,slcf,1995-2014,2025,2044,0.11697558880566997,0.14512926303959947,0.1932539121729182,0.259245510796087,0.30678351909358076
640,ssp245,slcf,1995-2014,2026,2045,0.11996042739458194,0.14872204074349638,0.19868113621250671,0.2652396252468041,0.31406537541366425
641,ssp245,slcf,1995-2014,2027,2046,0.12352292530755525,0.1523598565729069,0.20358466344780313,0.27184878918724087,0.3218678259458624
642,ssp245,slcf,1995-2014,2028,2047,0.12701014684425643,0.15587537150992012,0.20842475235961644,0.27792334378753764,0.3286494417389795
643,ssp245,slcf,1995-2014,2029,2048,0.13067582315077328,0.1593555603652041,0.21338374989891074,0.28434446289987486,0.335652004634852
644,ssp245,slcf,1995-2014,2030,2049,0.13403609783533793,0.162701858899844,0.21800890504159287,0.29056210166847496,0.343256693979383
645,ssp245,slcf,1995-2014,2031,2050,0.13664634700756684,0.16621364712084533,0.22299020637416256,0.29700330656053153,0.3515280518485737
646,ssp245,slcf,1995-2014,2032,2051,0.13989391436316248,0.16980248810891613,0.22784248265248053,0.3029562494121013,0.35998103948876115
647,ssp245,slcf,1995-2014,2033,2052,0.14209100229626725,0.17298032044194372,0.2327069956807557,0.3092688591660615,0.3675423439930048
648,ssp245,slcf,1995-2014,2034,2053,0.144456713899031,0.17572744449206337,0.23764888806120865,0.3157100670571923,0.3755193497402327
649,ssp245,slcf,1995-2014,2035,2054,0.1473878338537639,0.17834932869990958,0.24225579191400215,0.3228580662514228,0.38378070658120056
650,ssp245,slcf,1995-2014,2036,2055,0.14979236497769188,0.18097175670696183,0.24633416520698104,0.3292420850048191,0.3908421757903886
651,ssp245,slcf,1995-2014,2037,2056,0.15153708405802868,0.1835957767728729,0.2504142047116281,0.3347017628295028,0.3981734708854389
652,ssp245,slcf,1995-2014,2038,2057,0.15273403611928818,0.18632706537170848,0.2542827830228329,0.3402345241932822,0.4040526544109472
653,ssp245,slcf,1995-2014,2039,2058,0.15424726782888504,0.18944839068964076,0.2578760226632115,0.3453833045591596,0.4102653708119671
654,ssp245,slcf,1995-2014,2040,2059,0.1557996257612504,0.19117548824862543,0.26160584161475886,0.35060114695048855,0.4159198859611689
655,ssp245,slcf,1995-2014,2041,2060,0.15713540497153367,0.19312770457932402,0.2652216129754982,0.35769706228394293,0.42111393911691625
656,ssp245,slcf,1995-2014,2042,2061,0.15812609511122525,0.19456158016688468,0.2686244008657166,0.3637795402170155,0.4263553698411347
657,ssp245,slcf,1995-2014,2043,2062,0.1583516971607059,0.19622063645963705,0.27197472362402186,0.3685955557799157,0.4330002151375699
658,ssp245,slcf,1995-2014,2044,2063,0.15885018670173867,0.19789157287633138,0.275124998094215,0.37334027910044243,0.438186520558677
659,ssp245,slcf,1995-2014,2045,2064,0.15962376884329701,0.1991764359761989,0.27748827063529224,0.3784742706608724,0.4438817221373552
660,ssp245,slcf,1995-2014,2046,2065,0.1605959934928626,0.20022885455601885,0.28044190141653313,0.382797959982203,0.4507491188813337
661,ssp245,slcf,1995-2014,2047,2066,0.16121210379306397,0.20151651502375686,0.2827342554561276,0.3868094821557333,0.45707554167735936
662,ssp245,slcf,1995-2014,2048,2067,0.1613501992197598,0.20208909418667143,0.2851976214994787,0.39063670572168185,0.46226020740253554
663,ssp245,slcf,1995-2014,2049,2068,0.1618472414439149,0.2029852974190617,0.287458915390432,0.39508428313849675,0.4670123804070886
