Name,CASRN,Acronym,Formula,Molar mass,Lifetime (yr),RE (W m-2 ppb-1),AGWP 20-yr,GWP 20-yr,AGWP 100-yr,GWP 100-yr,AGWP 500-yr,GWP 500-yr,AGTP 20-yr,GTP 20-yr,AGTP 50-yr,GTP 50-yr,AGTP 100-yr,GTP 100-yr,Column1
1:1:1:2:3:3-Hexafluoro-3-(trifluoromethoxy)propane,428454-68-6,HFE-329me3,CF3CFHCF2OCF3,0.23604,33.6,0.4893,1.76258E-10,7697,3.72899E-10,4624,3.92934E-10,1459,4.01062E-12,7409,1.95732E-12,4293,7.65033E-13,1845,
1-(Difluoromethoxy)-1:1:2:3:3:3-hexafluoropropane,56860-85-6,HFE-338mec3,CF3CFHCF2OCF2H,,,0.51909,,,,,,,,,,,,,
3:3:4:4:5:5:6:6:7:7:7-Undecafluoroheptan-1-ol,185689-57-0,,CF3(CF2)4CH2CH2OH,0.31411,0.0466,0.05395,4.51262E-14,2,4.51262E-14,1,4.51262E-14,0,1.05162E-16,0,5.42288E-17,0,4.43392E-17,0,
3:3:4:4:5:5:6:6:7:7:8:8:9:9:9-Pentadecafluorononan-1-ol,755-02-2,,CF3(CF2)6CH2CH2OH,0.41413,0.0466,0.05983,3.79617E-14,2,3.79617E-14,0,3.79617E-14,0,8.84661E-17,0,4.56192E-17,0,3.72997E-17,0,
3:3:4:4:5:5:6:6:7:7:8:8:9:9:10:10:11:11:11-Nonadecafluoroundecan-1-ol,87017-97-8,,CF3(CF2)8CH2CH2OH,0.51415,0.0466,0.04527,2.31347E-14,1,2.31347E-14,0,2.31347E-14,0,5.39132E-17,0,2.78014E-17,0,2.27313E-17,0,
2-Chloro-1:1:2-trifluoro-1-methoxyethane,425-87-6,,CH3OCF2CHClF,0.14851,1.43,0.21138,1.14825E-11,501,1.14825E-11,142,1.14825E-11,43,3.2648E-14,60,1.38797E-14,30,1.13453E-14,27,
1-(Difluoro(trifluoromethoxy)methoxy)-1:1:2:3:3:3-hexafluoro-2-(trifluoromethoxy)propane,1309353-34-1,PFPMIE (perfluoropolymethylisopropyl),CF3OCFCF3CF2OCF2OCF3,0.38603,800,0.6399,1.84711E-10,8066,8.79063E-10,10901,3.4768E-09,12906,4.98583E-12,9211,5.18937E-12,11383,5.3676E-12,12946,
1:1:2-Trifluoro-2-(trifluoromethoxy)ethene,1187-93-5,HFE-216,CF3OCF=CF2,0.16602,0.0044,0.00587,8.7399E-16,0,8.7399E-16,0,8.7399E-16,0,2.02776E-18,0,1.0501E-18,0,8.58603E-19,0,
Perfluoroethyl formate,313064-40-3,,CF3CF2OCHO,0.16402,3.6,0.408,5.0324E-11,2198,5.05193E-11,626,5.05193E-11,188,2.65767E-13,491,6.17722E-14,135,5.03571E-14,121,
2:2:2-Trifluoroethyl formate,32042-38-9,,CF3CH2OCHO,0.12804,0.5479,0.192,4.63536E-12,202,4.63536E-12,57,4.63536E-12,17,1.14532E-14,21,5.58205E-15,12,4.56372E-15,11,
1:1:1:3:3:3-Hexafluoropropan-2-yl formate,856766-70-6,,(CF3)2CHOCHO,0.19604,3.1,0.255,2.27124E-11,992,2.27483E-11,282,2.27483E-11,84,1.02456E-13,189,2.772E-14,61,2.26291E-14,55,
Vinyl 2:2:2-trifluoroacetate,433-28-3,,CF3COOCH=CH2,0.14005,0.0039,0.00433,6.76308E-16,0,6.76308E-16,0,6.76308E-16,0,1.56904E-18,0,8.12586E-19,0,6.644E-19,0,
Ethyl 2:2:2-trifluoroacetate,383-63-1,,CF3COOCH2CH3,0.14207,0.0603,0.0559,1.33795E-13,6,1.33795E-13,2,1.33795E-13,0,3.12249E-16,1,1.60792E-16,0,1.31469E-16,0,
Allyl 2:2:2-trifluoroacetate,383-67-5,,CF3COOCH2CH=CH2,0.15408,0.0034,0.00493,6.1816E-16,0,6.1816E-16,0,6.1816E-16,0,1.43407E-18,0,7.4272E-19,0,6.07275E-19,0,
Methyl 2:2:2-trifluoroacetate,431-47-0,,CF3COOCH3,0.12804,1,0.158,6.9615E-12,304,6.9615E-12,86,6.9615E-12,26,1.83481E-14,34,8.39927E-15,18,6.86639E-15,17,
2:2:3:3:4:4:4-Heptafluorobutan-1-ol,375-01-9,,CF3CF2CF2CH2OH,0.20006,0.55,0.19895,3.08558E-12,135,3.08558E-12,38,3.08558E-12,11,7.62599E-15,14,3.71579E-15,8,3.03792E-15,7,
1:1:2-Trifluoro-2-(trifluoromethoxy)ethane,84011-06-3,,CHF2CHFOCF3,0.16804,9,0.35266,9.50095E-11,4149,1.06555E-10,1321,1.06557E-10,396,1.27042E-12,2347,1.75746E-13,385,1.08771E-13,262,
1-Ethoxy-1:1:2:3:3:3-hexafluoropropane,380-34-7,,CF3CHFCF2OCH2CH3,0.1961,0.4027,0.1931,2.23733E-12,98,2.23733E-12,28,2.23733E-12,8,5.42848E-15,10,2.69263E-15,6,2.20147E-15,5,
1:1:1:2:2:3:3-Heptafluoro-3-(1:2:2:2-tetrafluoroethoxy)propane,3330-15-2,,CF3CF2CF2OCHFCF3,0.28605,59.4,0.59136,1.98048E-10,8648,5.64109E-10,6995,6.92619E-10,2571,4.87668E-12,9009,3.32162E-12,7286,1.85443E-12,4473,
2:2:3:3-Tetrafluoropropan-1-ol,76-37-9,,CHF2CF2CH2OH,0.13206,0.2548,0.11226,1.22192E-12,53,1.22192E-12,15,1.22192E-12,5,2.9135E-15,5,1.46967E-15,3,1.20161E-15,3,
2:2:3:4:4:4-Hexafluorobutan-1-ol,382-31-0,,CF3CHFCF2CH2OH,0.18207,0.3671,0.22679,2.57976E-12,113,2.57976E-12,32,2.57976E-12,10,6.2325E-15,12,3.10428E-15,7,2.53804E-15,6,
1:1:2:2-Tetrafluoro-3-methoxypropane,60598-17-6,,CHF2CF2CH2OCH3,0.14609,0.0712,0.05155,1.41808E-13,6,1.41808E-13,2,1.41808E-13,1,3.31335E-16,1,1.7043E-16,0,1.39349E-16,0,
1:1:1:2:2:4:5:5:5-Nonafluoro-4-(trifluoromethyl)-3-pentanone,756-13-8,perfluoro-2-methylpentan-3-one,CF3CF2COCF(CF3)2,0.31605,0.0192,0.0282,9.65295E-15,0,9.65295E-15,0,9.65295E-15,0,2.24306E-17,0,1.15988E-17,0,9.48358E-18,0,
3:3:3-Trifluoropropanal,460-40-2,,CF3CH2CHO,0.11205,0.0082,0.00516,2.13459E-15,0,2.13459E-15,0,2.13459E-15,0,4.95449E-18,0,2.56476E-18,0,2.09704E-18,0,
4:4:4-Trifluorobutanal,406-87-1,,CF3CH2CH2CHO,,,0.16274,,,,,,,,,,,,,
2-Fluoroethanol,371-62-0,,CH2FCH2OH,0.06406,0.0438,0.01163,4.49055E-14,2,4.49055E-14,1,4.49055E-14,0,1.04618E-16,0,5.3963E-17,0,4.41219E-17,0,
2:2-Difluoroethanol,359-13-7,,CHF2CH2OH,0.08205,0.1671,0.04553,5.23161E-13,23,5.23161E-13,6,5.23161E-13,2,1.23516E-15,2,6.29006E-16,1,5.14287E-16,1,
2:2:2-Trifluoroethanol,75-89-8,,CF3CH2OH,0.10004,0.4575,0.11716,3.02299E-12,132,3.02299E-12,37,3.02299E-12,11,7.38428E-15,14,3.639E-15,8,2.97518E-15,7,
1:1:3:3:4:4:6:6:7:7:9:9:10:10:12:12:13:13:15:15-eicosafluoro-2:5:8:11:14-Pentaoxapentadecane,173350-38-4,HG-04,CHF2O(CF2CF2O)4CHF2,0.58207,26.9,1.461,1.99805E-10,8725,3.71652E-10,4609,3.80907E-10,1414,4.34075E-12,8019,1.76783E-12,3878,6.15142E-13,1484,
Methyl-perfluoroheptene-ethers,,,CH3OC7F13,0.3621,0.3041,0.2695,1.27688E-12,56,1.27688E-12,16,1.27688E-12,5,3.06196E-15,6,1.5361E-15,3,1.25592E-15,3,
1:1:1-Trifluoropropan-2-one,421-50-1,3:3:3-Trifluoroacetone,CF3COCH3,0.11205,0.014,0.01079,7.60635E-15,0,7.60635E-15,0,7.60635E-15,0,1.76653E-17,0,9.13943E-18,0,7.47273E-18,0,
1:1:1-Trifluorobutan-2-one,381-88-4,,CF3COCH2CH3,0.12608,0.018,0.01,8.05411E-15,0,8.05411E-15,0,8.05411E-15,0,1.87131E-17,0,9.6776E-18,0,7.91275E-18,0,
2:2:2-Trifluoroethanal,75-90-1,,CF3CHO,,,0.16681,,,,,,,,,,,,,
2:2:3:3:3-Pentafluoropropanal,422-06-0,,CF3CF2CHO,,,0.20177,,,,,,,,,,,,,
2:2:3:3:4:4:4-Heptafluorobutanal,375-02-0,,CF3CF2CF2CHO,,,0.25043,,,,,,,,,,,,,
2:2:3:3:4:4:5:5:5-Nonafluoropentanal,375-53-1,,CF3CF2CF2CF2CHO,,,0.28559,,,,,,,,,,,,,
2-Propenoyl chloride,814-68-6,Acryloyl chloride,CH2=CHC(O)Cl,,,0.14622,,,,,,,,,,,,,
Acetyl chloride,75-36-5,,CH3COCl,,,0.10825,,,,,,,,,,,,,
1-chloro-2-ethoxyethane,628-34-2,,C4H9ClO,,,0.0992,,,,,,,,,,,,,
2-Chloroethanol,107-07-3,,CH2ClCH2OH,,,0.05714,,,,,,,,,,,,,
2-(chloromethyl)oxirane,106-89-8,,C3H5ClO,,,0.05157,,,,,,,,,,,,,
1-Chloropropan-2-one,78-95-5,,CH3C(O)CH2Cl,,,0.03846,,,,,,,,,,,,,
1-chloro-2-(2-chloroethoxy)ethane,111-44-4,,CH2ClCH2OCH2CH2Cl,,,0.11457,,,,,,,,,,,,,
2-chloroethyl vinyl ether,110-75-8,2ClEVE,ClCH2CH2OCH=CH2,0.10655,0.0003,0.001,1.81324E-17,0,1.81324E-17,0,1.81324E-17,0,4.20517E-20,0,2.17858E-20,0,1.78129E-20,0,
(Chlorometoxy)ethane,3188-13-4,,CH3CH2OCH2Cl,,,0.10576,,,,,,,,,,,,,
Chloro(methoxy)methane,107-30-2,,CH3OCH2Cl,,,0.09187,,,,,,,,,,,,,
Ethyl carbonochloridate,541-41-3,,CH3CH2OC(O)Cl,,,0.25688,,,,,,,,,,,,,
1-Fluoropropan-2-one,430-51-3,,CH3C(O)CH2F,,,0.04611,,,,,,,,,,,,,
1:1:1:3:3:3-hexafluoropropan-2-one,684-16-2,,CF3C(O)CF3,,,0.28861,,,,,,,,,,,,,
Trifluoroacetic acid,76-05-1,,CF3C(O)OH,,,0.35909,,,,,,,,,,,,,
Trifluoroacetic anhydride,407-25-0,,CF3C(O)OC(O)CF3,,,0.5074,,,,,,,,,,,,,
Methacryloyl chloride,920-46-7,,CH2=C(CH3)C(O)Cl,,,0.11578,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Hydrocarbons,,,,,,,,,,,,,,,,,,,
Ethane,74-84-0,,C2H6,0.03008,0.1589,0.00124,3.7017E-14,2,3.7017E-14,0,3.7017E-14,0,8.73164E-17,0,4.45046E-17,0,3.63879E-17,0,
Benzene,71-43-2,,C6H6,,,0.00288,,,,,,,,,,,,,
Methylbenzene,108-88-3,Toulene,C6H5(CH3),,,0.01446,,,,,,,,,,,,,
1:2-Dimethylbenzene,95-47-6,o-Xylene,o-C6H4(CH3)2,,,0.01931,,,,,,,,,,,,,
1:3-Dimethylbenzene,108-38-3,m-Xylene,m-C6H4(CH3)2,,,0.02565,,,,,,,,,,,,,
1:4-Dimethylbenzene,106-42-3,p-Xylene,o-C6H4(CH3)2,,,0.02581,,,,,,,,,,,,,
Propane,74-98-6,,C3H8,0.04411,0.0356,0.00037,1.6792E-15,0,1.6792E-15,0,1.6792E-15,0,3.9087E-18,0,2.01783E-18,0,1.64984E-18,0,
Butane,106-97-8,,n-C4H10,0.05814,0.0186,0.00029,5.28068E-16,0,5.28068E-16,0,5.28068E-16,0,1.227E-18,0,6.34514E-19,0,5.18801E-19,0,
2-Methylpropane,75-28-5,Isobutane,i-C4H10,,,0.02327,,,,,,,,,,,,,
1-Butene,106-98-9,,CH3CH2CH=CH2,,,0.03017,,,,,,,,,,,,,
1-Nonene,124-11-8,,n-C7H15CH=CH2,,,0.02991,,,,,,,,,,,,,
(1S:5S)-2:6:6-trimethylbicyclo[3.1.1]hept-2-ene,7785-26-4,alpha-pinene,C10H16#,,,0.01923,,,,,,,,,,,,,
(1S:5S)-6:6-dimethyl-2-methylenebicyclo[3.1.1]heptane,18172-67-3,beta-pinene,C10H16#,,,0.02934,,,,,,,,,,,,,
(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene,5989-27-5,D-Limonene,C10H16#,,,0.0375,,,,,,,,,,,,,
1-Methyl-4-(1-methylethenyl)-cyclohexene,138-86-3,DL-Limonene,C10H16#,,,0.0231,,,,,,,,,,,,,
3:7:7-Trimethyl-bicyclo[4.1.0]hept-2-ene,554-61-0,2-Carene,C10H16#,,,0.02188,,,,,,,,,,,,,
3:7:7-Trimethyl-bicyclo[4.1.0]hept-3-ene,13466-78-9,3-Carene,C10H16#,,,0.01929,,,,,,,,,,,,,
7-Methyl-3-methylene-1:6-octadiene,123-35-3,Myrcene,C10H16#,,,0.05366,,,,,,,,,,,,,
1-Ethyl-2-methylbenzene2,611-14-3,o-Ethyltoluene,C9H12,,,0.02582,,,,,,,,,,,,,
1-Ethyl-4-methylbenzene,622-96-8,p-Ethyltoluene,C9H12,,,0.02738,,,,,,,,,,,,,
1:3-Butadiene,106-99-0,,CH2=CHCH=CH2,,,0.04932,,,,,,,,,,,,,
Pentane,109-66-0,,n-C5H12,,,0.00527,,,,,,,,,,,,,
2-Methylbutane,78-78-4,Isopentane,(CH3)2CHCH2CH3,,,0.00594,,,,,,,,,,,,,
2-Methyl-1:3-butadiene,78-79-5,,CH2=C(CH3)CH=CH2,,,0.04584,,,,,,,,,,,,,
Heptane,142-82-5,,n-C7H16,,,0.00619,,,,,,,,,,,,,
Naphtalene,91-20-3,,C10H8#,,,0.06022,,,,,,,,,,,,,
Octane,111-65-9,,n-C8H18,,,0.00731,,,,,,,,,,,,,
Ethylbenzene,100-42-5,Styrene,C6H5CH=CH2,,,0.04625,,,,,,,,,,,,,
Decane,124-18-5,,n-C10H22,,,0.00899,,,,,,,,,,,,,
Hexadecane,544-76-3,,n-C16H34,,,0.02856,,,,,,,,,,,,,
Pentadecane,629-62-9,,n-C15H32,,,0.03197,,,,,,,,,,,,,
1-ethenyl-3-methylbenzene,100-80-1,m-vinyl toluene,CH3C6H4CH=CH2,,,0.04753,,,,,,,,,,,,,
1:2-Propadiene,463-49-0,Allene,CH2=C=CH2,,,0.05182,,,,,,,,,,,,,
Ethyne,74-86-2,Acetylene,C2H2,,,0.04107,,,,,,,,,,,,,
4-Vinylcyclohexene,100-40-3,,C8H12#,,,0.03402,,,,,,,,,,,,,
4-Methyl-1-pentene,691-37-2,,(CH3)2CHCH2CH=CH2,,,0.03217,,,,,,,,,,,,,
3-Methylpentane,96-14-0,,CH3CH2CH(CH3)CH2CH3,,,0.00813,,,,,,,,,,,,,
3-Methylhexane,589-34-4,,CH3CH2CH(CH3)CH2CH2CH3,,,0.00854,,,,,,,,,,,,,
3-Methyl-1-butene,563-45-1,,(CH3)2CHCH=CH2,,,0.02913,,,,,,,,,,,,,
1-Ethyl-3-methylbenzene,620-14-4,m-Ethyltoluene,C9H12#,,,0.0263,,,,,,,,,,,,,
2:4:4-Trimethyl-1-pentene,107-39-1,,(CH3)3CCH2C(CH3)=CH2,,,0.02945,,,,,,,,,,,,,
2:3-Dimethylbutane,79-29-8,diisopropyl,(CH3)2CHCH(CH3)2,,,0.00825,,,,,,,,,,,,,
2:2:4-Trimethyl-2-pentene,107-40-4,,(CH3)3CCH=C(CH3)2,,,0.02083,,,,,,,,,,,,,
2:2-Dimethylbutane,75-83-2,Neohexane,(CH3)3CCH2CH3,,,0.00734,,,,,,,,,,,,,
2-Methyl-1-pentene,763-29-1,,CH3CH2CH2C(CH3)=CH2,,,0.02643,,,,,,,,,,,,,
2-Methyl-1-butene,563-46-2,,CH3CH2C(CH3)=CH2,,,0.0269,,,,,,,,,,,,,
2-Butene,107-01-7,,CH3CH=CHCH3,,,0.01569,,,,,,,,,,,,,
1:2:3:5-Tetramethylbenzene,527-53-7,,C10H14#,,,0.02048,,,,,,,,,,,,,
1:2:3:4-Tetramethylbenzene,488-23-3,,C10H14#,,,0.02218,,,,,,,,,,,,,
1:2:3:4-Tetrahydronaphthalene,119-64-2,Tetralin,C10H12#,,,0.02298,,,,,,,,,,,,,
1-Pentene,109-67-1,,n-C3H7CH=CH2,,,0.02207,,,,,,,,,,,,,
1-Octene,111-66-0,,n-C6H13CH=CH2,,,0.02975,,,,,,,,,,,,,
1-Hexene,592-41-6,,n-C4H9CH=CH2,,,0.03061,,,,,,,,,,,,,
1-Butyne,107-00-6,,CH3CH2C≡CH,,,0.01073,,,,,,,,,,,,,
Hexane,110-54-3,,n-C6H14,,,0.00536,,,,,,,,,,,,,
1-Heptene,n-C5H11CH=CH2,n-Heptene,,,,0.0315,,,,,,,,,,,,,
Nonane,111-84-2,,n-C9H20,,,0.00792,,,,,,,,,,,,,
Tridecane,629-50-5,,n-C13H28,,,0.0128,,,,,,,,,,,,,
Undecane,1120-21-4,,n-C11H24,,,0.00937,,,,,,,,,,,,,
2-Pentene (Z),627-20-3,,(Z)-(CH3)2CHCH=CHCH3,,,0.01248,,,,,,,,,,,,,
4-Methyl-2-pentene (Z),691-38-3,,(Z)-(CH3)2CHCH=CHCH3,,,0.01748,,,,,,,,,,,,,
(1-Methylethyl)benzene,98-82-8,Cumene,C6H5CH(CH3)2,,,0.02123,,,,,,,,,,,,,
Cyclodecane,293-96-9,,cyc-C10H20,,,0.00888,,,,,,,,,,,,,
Cycloheptane,291-64-5,,cyc-C7H14,,,0.00643,,,,,,,,,,,,,
Cycloheptene,628-92-2,,cyc-C7H12,,,0.01341,,,,,,,,,,,,,
Cyclohexene,110-83-8,,cyc-C6H10,,,0.01156,,,,,,,,,,,,,
Cyclooctane,292-64-8,,cyc-C8H16,,,0.00865,,,,,,,,,,,,,
Cyclopentane,287-92-3,,cyc-C5H10,,,0.0041,,,,,,,,,,,,,
Cyclopentene,142-29-0,,cyc-C5H8,,,0.01319,,,,,,,,,,,,,
Cyclopropane,75-19-4,,cyc-C3H6,,,0.02325,,,,,,,,,,,,,
Ethyl benzene,100-41-4,,C6H5CH2CH3,,,0.02184,,,,,,,,,,,,,
Ethene,74-85-1,Ethylene,CH2=CH2,,,0.0391,,,,,,,,,,,,,
Propylbenzene,103-65-1,Isocumene,C6H5CH2CH2CH3,,,0.01746,,,,,,,,,,,,,
2:2:4-trimethylpentane,540-84-1,Isooctane,(CH3)2CHCH2C(CH3)3,,,0.00992,,,,,,,,,,,,,
Propyne,74-99-7,Methyl acetylene,CH3C≡CH,,,0.00818,,,,,,,,,,,,,
(1-Methylpropyl)benzene,135-98-8,sec-Butylbenzene,C6H5CH(CH3)CH2CH3,,,0.02207,,,,,,,,,,,,,
(1:1-Dimethylethyl)benzene,98-06-6,tert-Butylbenzene,C6H5C(CH3)3,,,0.02852,,,,,,,,,,,,,
2-Pentene (E),646-04-8,,(E)-(CH3)2CHCH=CHCH3,,,0.02438,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Alcohols: ethers and other oxygenated hydrocarbons,,,,,,,,,,,,,,,,,,,
2:4:6-Trimethyl-1:3:5-Trioxane,123-63-7,Paraldehyde,C6H12O3,,,0.2674,,,,,,,,,,,,,
Cyclohexanol,108-93-0,,cyc-C6H11-OH,,,0.05961,,,,,,,,,,,,,
Cyclohexanone,108-94-1,,cyc-C6H10=O,,,0.02425,,,,,,,,,,,,,
Acetone,67-64-1,,CH3C(O)CH3,,,0.00002,,,,,,,,,,,,,
Acetaldehyde,75-07-0,,CH3CHO,,,0.01748,,,,,,,,,,,,,
1-Penten-3-ol,616-25-1,,CH2=CHCHOHCH2CH3,,,0.07642,,,,,,,,,,,,,
3-Methylbutanal,590-86-3,Isovaleraldehyde,(CH3)2CHCH2CHO,,,0.02238,,,,,,,,,,,,,
2-Pentanone,107-87-9,Methyl propyl ketone,CH3C(O)CH2CH2CH3,,,0.03554,,,,,,,,,,,,,
Pentanal,110-62-3,Valeraldehyde,n-C4H9CHO,,,0.01533,,,,,,,,,,,,,
2:3-Dimethylfuran,14920-89-9,,C6H8O#,,,0.04548,,,,,,,,,,,,,
2:5-Dimethylfuran,625-86-5,,C6H8O#,,,0.05498,,,,,,,,,,,,,
3:3-Dimethyl-2-pentanol,19781-24-9,,CH3CHOHC(CH3)2CH2CH3,,,0.06914,,,,,,,,,,,,,
4-Methylpenanoic acid,646-07-1,4-Methylvaleric acid,(CH3)2CHCH2CH2COOH,,,0.12913,,,,,,,,,,,,,
Methyl 2-methylbutanoate,868-57-5,,CH3CH2CH(CH3)C(O)OCH3,,,0.12717,,,,,,,,,,,,,
Methyl 2:2-dimethylpropanoate,598-98-1,Methyl pivalate,(CH3)3CC(O)OCH3,,,0.11981,,,,,,,,,,,,,
4-hydroxy-4-methyl-2-pentanone,123-42-2,Diacetone alcohol,CH3C(O)CH2COH(CH3)2,,,0.09121,,,,,,,,,,,,,
4-Penten-1-ol,821-09-0,,CH2=CHCH2CH2CH2OH,,,0.07242,,,,,,,,,,,,,
Acetic acid,64-19-7,,CH3COOH,,,0.10905,,,,,,,,,,,,,
2-Propenal,107-02-8,Acrolein,CH2=CHCHO,,,0.05119,,,,,,,,,,,,,
Benzaldehyde,100-52-7,,C6H5CHO,,,0.05778,,,,,,,,,,,,,
Benzylalcohol,100-51-6,,C6H5CH2OH,,,0.05901,,,,,,,,,,,,,
Methoxymethane,115-10-6,Dimethyl ether,CH3OCH3,,,0.06218,,,,,,,,,,,,,
Ethanol,64-17-5,,CH3CH2OH,,,0.04394,,,,,,,,,,,,,
Ethyl formate,109-94-4,,CH3CH2OCHO,,,0.1297,,,,,,,,,,,,,
1-Hydroxy-2-propanone,116-09-6,Acetol,CH3C(O)CH2OH,,,0.07131,,,,,,,,,,,,,
Etheneoxyethane,109-92-2,Ethyl vinyl ether,CH2=CHOCH2CH3,,,0.11827,,,,,,,,,,,,,
2-Butanone,78-93-3,Methylethyl ketone,CH3CH2C(O)CH3,,,0.03348,,,,,,,,,,,,,
Formic acid dimer,14523-98-9,,(HCOOH)2,,,0.18742,,,,,,,,,,,,,
Furan,110-00-9,,cyc-C4H4O,,,0.07122,,,,,,,,,,,,,
Furfuryl alcohol,98-00-0,,C5H6O2#,,,0.10099,,,,,,,,,,,,,
2:3-Butanedione,431-03-8,Biacetyl,CH3C(O)C(O)CH3,,,0.04404,,,,,,,,,,,,,
2:6-Dimethoxyphenol,91-10-1,,C8H10O3,,,0.18474,,,,,,,,,,,,,
2-Hexanol,626-93-7,,n-C4H9CHoHCH3,,,0.05616,,,,,,,,,,,,,
4-Methyl-1-pentanol,626-89-1,,(CH3)2CHCH2CH2CH2OH,,,0.05174,,,,,,,,,,,,,
2-Methylfuran,534-22-5,,C5H6O#,,,0.05356,,,,,,,,,,,,,
2-Nonanone,821-55-6,,n-C7H15-C(O)CH3,,,0.04105,,,,,,,,,,,,,
3:5:5-trimethylcyclohex-2-en-1-one,78-59-1,Isophorone,C9H14O#,,,0.03446,,,,,,,,,,,,,
2-Pentylfuran,3777-69-3,,C9H14O#,,,0.05399,,,,,,,,,,,,,
1-Methyl-4-(1-methylethenyl)-7-oxabicyclo[4.1.0]heptane,1195-92-2,Limonene oxide,C9H14O#,,,0.05648,,,,,,,,,,,,,
3-methylphenol,108-39-4,m-Cresol,CH3C6H4OH,,,0.09721,,,,,,,,,,,,,
5-methyl-2-(1-methylethyl)-cyclohexanol,1490-04-6,Menthol,C10H20O#,,,0.04889,,,,,,,,,,,,,
2-methyl-3-pentanone,565-69-5,,CH3CH2COCH(CH3)2,0.10017,0.015,0.02,1.68956E-14,1,1.68956E-14,0,1.68956E-14,0,3.92433E-17,0,2.03011E-17,0,1.65989E-17,0,
Ethyl methyl ether,540-67-0,,CH3CH2OCH3,0.0601,0.0055,0.0016,8.2481E-16,0,8.2481E-16,0,8.2481E-16,0,1.91388E-18,0,9.91018E-19,0,8.10293E-19,0,
Methyl butyl ether,628-28-4,,n-C4H9-OCH3,,,0.07528,,,,,,,,,,,,,
3-Pentanol,584-02-1,,CH3CH2CHOHCH2CH3,,,0.05754,,,,,,,,,,,,,
5-Methyl-2-hexanone,110-12-3,Methyl isoamyl ketone,(CH3)2CHCH2CH2C(O)CH3,,,0.03601,,,,,,,,,,,,,
Methyl methacrylate,80-62-6,,CH3C(=CH2)C(O)OCH3,,,0.13445,,,,,,,,,,,,,
Ethyl Prop-2-enoate,140-88-5,Ethyl acrylate,CH2CHCOOC2H5,,,0.168,,,,,,,,,,,,,
Methyl propanoate,554-12-1,,CH3OC(O)CH2CH3,,,0.10999,,,,,,,,,,,,,
Acetic acid ethyl ether,141-78-6,,CH3C(O)OCH2CH3,,,0.11506,,,,,,,,,,,,,
2-Methyl propanoic acid,79-31-2,Isobutyric acid,(CH3)2CHCOOH,,,0.14609,,,,,,,,,,,,,
Methyl salicylate,119-36-8,,C8H8O3#,,,0.21569,,,,,,,,,,,,,
Methoxyethene,107-25-5,Methyl vinyl ether,CH2=CH2CHO,,,0.10471,,,,,,,,,,,,,
Propanal,123-38-6,Propion aldehyde,CH3CH2CHO,,,0.02108,,,,,,,,,,,,,
3-Methoxyphenol,150-19-6,,C7H8O2#,,,0.18038,,,,,,,,,,,,,
2-Methoxyphenol,90-05-1,Guaiacol,C7H8O2#,,,0.14049,,,,,,,,,,,,,
3-Methylfuran,930-27-8,,C5H6O#,,,0.05356,,,,,,,,,,,,,
5-Nonanol,623-93-8,,(CH3CH2CH2)2CHOH,,,0.0512,,,,,,,,,,,,,
2-Propenoic acid,79-10-7,Acrylic acid,CH2=CHCOOH,,,0.15996,,,,,,,,,,,,,
2-Oxopropanal,79-98-8,Methylglyoxal,CH3C(O)CHO,,,0.02071,,,,,,,,,,,,,
1:3:3-trimethyl-2-oxabicyclo[2.2.2]octane,470-82-6,Cineole,C10H18O#,,,0.08947,,,,,,,,,,,,,
Ethyl benzoate,93-89-0,,C9H10O2#,,,0.15348,,,,,,,,,,,,,
Furfural,98-01-1,,C5H4O2#,,,0.09613,,,,,,,,,,,,,
(2E)-3:7-dimethyl-2:6-octadien-1-ol,106-24-1,Geraniol,C10H18O#,,,0.08363,,,,,,,,,,,,,
2-Hydroxyacetaldehyde,141-46-8,Glycoaldehyde,C2H4O2,,,0.06338,,,,,,,,,,,,,
Ethandial,107-22-2,Glyoxal,CHOCHO,,,0.00293,,,,,,,,,,,,,
Hexyl acetate,142-92-7,,(n-C6H13)OC(O)CH3,,,0.1249,,,,,,,,,,,,,
Octanoic acid,124-07-2,,(n-C7H15)COOH,,,0.11513,,,,,,,,,,,,,
Isopentyl acetate,123-92-2,,(CH3)2CHCH2CH2OC(O)CH3,,,0.12988,,,,,,,,,,,,,
Methyl-3-oxobutanoate,105-45-3,Methyl acetoacetate,,,,0.14576,,,,,,,,,,,,,
Phenol,108-95-2,,C6H5OH,,,0.09074,,,,,,,,,,,,,
4_methyl-1:3-dioxolan-2-one,108-32-7,Propylene carbonate,C4H6O3#,,,0.18545,,,,,,,,,,,,,
Pentenoic acid,109-52-4,Valeric acid,(n-C4H9)COOH,,,0.1262,,,,,,,,,,,,,
2-Propenol,107-18-6,Allyl alcohol,CH2=CHCH2OH,,,0.0769,,,,,,,,,,,,,
Acetic anhydride,108-24-7,Acetyl acetate,CH3C(O)C(O)CH3,,,0.03402,,,,,,,,,,,,,
3-Methyl-2-pentanone,565-61-7,,CH3CH2CH(CH3)C(O)CH3,,,0.03456,,,,,,,,,,,,,
(3-hydroxy-2:2:4-trimethylpentyl) 2-methylpropanoate,77-68-9,Texanol,C12H24O3,,,0.20108,,,,,,,,,,,,,
