# Time,AGWP_Ccycle,AGWP_fossilCO2,AGWP_bioCO2,AGTP_Ccycle,AGTP_fossilCO2,AGTP_bioCO2
401.900, 1.413e-13, 5.386e-13, -1.894e-13, 2.719e-17, 7.701e-16, -2.487e-16
402.000, 1.413e-13, 5.387e-13, -1.894e-13, 2.715e-17, 7.701e-16, -2.487e-16
402.100, 1.413e-13, 5.388e-13, -1.895e-13, 2.711e-17, 7.700e-16, -2.487e-16
402.200, 1.413e-13, 5.389e-13, -1.895e-13, 2.708e-17, 7.700e-16, -2.487e-16
402.300, 1.413e-13, 5.390e-13, -1.896e-13, 2.704e-17, 7.700e-16, -2.487e-16
402.400, 1.413e-13, 5.391e-13, -1.896e-13, 2.700e-17, 7.700e-16, -2.487e-16
402.500, 1.413e-13, 5.392e-13, -1.896e-13, 2.697e-17, 7.700e-16, -2.487e-16
402.600, 1.413e-13, 5.393e-13, -1.897e-13, 2.693e-17, 7.699e-16, -2.487e-16
402.700, 1.413e-13, 5.394e-13, -1.897e-13, 2.690e-17, 7.699e-16, -2.487e-16
402.800, 1.413e-13, 5.395e-13, -1.897e-13, 2.686e-17, 7.699e-16, -2.487e-16
402.900, 1.413e-13, 5.396e-13, -1.898e-13, 2.682e-17, 7.699e-16, -2.487e-16
403.000, 1.413e-13, 5.397e-13, -1.898e-13, 2.679e-17, 7.699e-16, -2.487e-16
403.100, 1.413e-13, 5.398e-13, -1.898e-13, 2.675e-17, 7.698e-16, -2.486e-16
403.200, 1.413e-13, 5.400e-13, -1.899e-13, 2.671e-17, 7.698e-16, -2.486e-16
403.300, 1.413e-13, 5.401e-13, -1.899e-13, 2.668e-17, 7.698e-16, -2.486e-16
403.400, 1.413e-13, 5.402e-13, -1.899e-13, 2.664e-17, 7.698e-16, -2.486e-16
403.500, 1.413e-13, 5.403e-13, -1.900e-13, 2.660e-17, 7.698e-16, -2.486e-16
403.600, 1.413e-13, 5.404e-13, -1.900e-13, 2.657e-17, 7.697e-16, -2.486e-16
403.700, 1.412e-13, 5.405e-13, -1.900e-13, 2.653e-17, 7.697e-16, -2.486e-16
403.800, 1.412e-13, 5.406e-13, -1.901e-13, 2.650e-17, 7.697e-16, -2.486e-16
403.900, 1.412e-13, 5.407e-13, -1.901e-13, 2.646e-17, 7.697e-16, -2.486e-16
404.000, 1.412e-13, 5.408e-13, -1.901e-13, 2.642e-17, 7.696e-16, -2.486e-16
404.100, 1.412e-13, 5.409e-13, -1.902e-13, 2.639e-17, 7.696e-16, -2.486e-16
404.200, 1.412e-13, 5.410e-13, -1.902e-13, 2.635e-17, 7.696e-16, -2.486e-16
404.300, 1.412e-13, 5.411e-13, -1.902e-13, 2.632e-17, 7.696e-16, -2.486e-16
404.400, 1.412e-13, 5.412e-13, -1.903e-13, 2.628e-17, 7.696e-16, -2.485e-16
404.500, 1.412e-13, 5.413e-13, -1.903e-13, 2.624e-17, 7.695e-16, -2.485e-16
404.600, 1.412e-13, 5.414e-13, -1.903e-13, 2.621e-17, 7.695e-16, -2.485e-16
404.700, 1.412e-13, 5.415e-13, -1.904e-13, 2.617e-17, 7.695e-16, -2.485e-16
404.800, 1.412e-13, 5.416e-13, -1.904e-13, 2.613e-17, 7.695e-16, -2.485e-16
404.900, 1.412e-13, 5.418e-13, -1.904e-13, 2.610e-17, 7.695e-16, -2.485e-16
405.000, 1.412e-13, 5.419e-13, -1.905e-13, 2.606e-17, 7.694e-16, -2.485e-16
405.100, 1.412e-13, 5.420e-13, -1.905e-13, 2.603e-17, 7.694e-16, -2.485e-16
405.200, 1.412e-13, 5.421e-13, -1.905e-13, 2.599e-17, 7.694e-16, -2.485e-16
405.300, 1.412e-13, 5.422e-13, -1.906e-13, 2.595e-17, 7.694e-16, -2.485e-16
405.400, 1.412e-13, 5.423e-13, -1.906e-13, 2.592e-17, 7.694e-16, -2.485e-16
405.500, 1.412e-13, 5.424e-13, -1.906e-13, 2.588e-17, 7.693e-16, -2.485e-16
405.600, 1.412e-13, 5.425e-13, -1.907e-13, 2.585e-17, 7.693e-16, -2.485e-16
405.700, 1.412e-13, 5.426e-13, -1.907e-13, 2.581e-17, 7.693e-16, -2.485e-16
405.800, 1.412e-13, 5.427e-13, -1.907e-13, 2.577e-17, 7.693e-16, -2.484e-16
405.900, 1.412e-13, 5.428e-13, -1.908e-13, 2.574e-17, 7.692e-16, -2.484e-16
406.000, 1.412e-13, 5.429e-13, -1.908e-13, 2.570e-17, 7.692e-16, -2.484e-16
406.100, 1.412e-13, 5.430e-13, -1.908e-13, 2.567e-17, 7.692e-16, -2.484e-16
406.200, 1.412e-13, 5.431e-13, -1.909e-13, 2.563e-17, 7.692e-16, -2.484e-16
406.300, 1.411e-13, 5.432e-13, -1.909e-13, 2.559e-17, 7.692e-16, -2.484e-16
406.400, 1.411e-13, 5.433e-13, -1.909e-13, 2.556e-17, 7.691e-16, -2.484e-16
406.500, 1.411e-13, 5.434e-13, -1.910e-13, 2.552e-17, 7.691e-16, -2.484e-16
406.600, 1.411e-13, 5.436e-13, -1.910e-13, 2.549e-17, 7.691e-16, -2.484e-16
406.700, 1.411e-13, 5.437e-13, -1.910e-13, 2.545e-17, 7.691e-16, -2.484e-16
406.800, 1.411e-13, 5.438e-13, -1.911e-13, 2.541e-17, 7.691e-16, -2.484e-16
406.900, 1.411e-13, 5.439e-13, -1.911e-13, 2.538e-17, 7.690e-16, -2.484e-16
407.000, 1.411e-13, 5.440e-13, -1.911e-13, 2.534e-17, 7.690e-16, -2.484e-16
407.100, 1.411e-13, 5.441e-13, -1.912e-13, 2.531e-17, 7.690e-16, -2.483e-16
407.200, 1.411e-13, 5.442e-13, -1.912e-13, 2.527e-17, 7.690e-16, -2.483e-16
407.300, 1.411e-13, 5.443e-13, -1.912e-13, 2.523e-17, 7.689e-16, -2.483e-16
407.400, 1.411e-13, 5.444e-13, -1.913e-13, 2.520e-17, 7.689e-16, -2.483e-16
407.500, 1.411e-13, 5.445e-13, -1.913e-13, 2.516e-17, 7.689e-16, -2.483e-16
407.600, 1.411e-13, 5.446e-13, -1.913e-13, 2.513e-17, 7.689e-16, -2.483e-16
407.700, 1.411e-13, 5.447e-13, -1.914e-13, 2.509e-17, 7.689e-16, -2.483e-16
407.800, 1.411e-13, 5.448e-13, -1.914e-13, 2.505e-17, 7.688e-16, -2.483e-16
407.900, 1.411e-13, 5.449e-13, -1.914e-13, 2.502e-17, 7.688e-16, -2.483e-16
408.000, 1.411e-13, 5.450e-13, -1.915e-13, 2.498e-17, 7.688e-16, -2.483e-16
408.100, 1.411e-13, 5.451e-13, -1.915e-13, 2.495e-17, 7.688e-16, -2.483e-16
408.200, 1.411e-13, 5.452e-13, -1.915e-13, 2.491e-17, 7.688e-16, -2.483e-16
408.300, 1.411e-13, 5.453e-13, -1.916e-13, 2.488e-17, 7.687e-16, -2.483e-16
408.400, 1.411e-13, 5.455e-13, -1.916e-13, 2.484e-17, 7.687e-16, -2.483e-16
408.500, 1.411e-13, 5.456e-13, -1.916e-13, 2.480e-17, 7.687e-16, -2.482e-16
408.600, 1.411e-13, 5.457e-13, -1.917e-13, 2.477e-17, 7.687e-16, -2.482e-16
408.700, 1.411e-13, 5.458e-13, -1.917e-13, 2.473e-17, 7.687e-16, -2.482e-16
408.800, 1.410e-13, 5.459e-13, -1.917e-13, 2.470e-17, 7.686e-16, -2.482e-16
408.900, 1.410e-13, 5.460e-13, -1.918e-13, 2.466e-17, 7.686e-16, -2.482e-16
409.000, 1.410e-13, 5.461e-13, -1.918e-13, 2.462e-17, 7.686e-16, -2.482e-16
409.100, 1.410e-13, 5.462e-13, -1.918e-13, 2.459e-17, 7.686e-16, -2.482e-16
409.200, 1.410e-13, 5.463e-13, -1.919e-13, 2.455e-17, 7.685e-16, -2.482e-16
409.300, 1.410e-13, 5.464e-13, -1.919e-13, 2.452e-17, 7.685e-16, -2.482e-16
409.400, 1.410e-13, 5.465e-13, -1.919e-13, 2.448e-17, 7.685e-16, -2.482e-16
409.500, 1.410e-13, 5.466e-13, -1.920e-13, 2.445e-17, 7.685e-16, -2.482e-16
409.600, 1.410e-13, 5.467e-13, -1.920e-13, 2.441e-17, 7.685e-16, -2.482e-16
409.700, 1.410e-13, 5.468e-13, -1.920e-13, 2.437e-17, 7.684e-16, -2.482e-16
409.800, 1.410e-13, 5.469e-13, -1.921e-13, 2.434e-17, 7.684e-16, -2.481e-16
409.900, 1.410e-13, 5.470e-13, -1.921e-13, 2.430e-17, 7.684e-16, -2.481e-16
410.000, 1.410e-13, 5.471e-13, -1.921e-13, 2.427e-17, 7.684e-16, -2.481e-16
410.100, 1.410e-13, 5.472e-13, -1.922e-13, 2.423e-17, 7.684e-16, -2.481e-16
410.200, 1.410e-13, 5.474e-13, -1.922e-13, 2.420e-17, 7.683e-16, -2.481e-16
410.300, 1.410e-13, 5.475e-13, -1.922e-13, 2.416e-17, 7.683e-16, -2.481e-16
410.400, 1.410e-13, 5.476e-13, -1.923e-13, 2.412e-17, 7.683e-16, -2.481e-16
410.500, 1.410e-13, 5.477e-13, -1.923e-13, 2.409e-17, 7.683e-16, -2.481e-16
410.600, 1.410e-13, 5.478e-13, -1.923e-13, 2.405e-17, 7.682e-16, -2.481e-16
410.700, 1.410e-13, 5.479e-13, -1.924e-13, 2.402e-17, 7.682e-16, -2.481e-16
410.800, 1.410e-13, 5.480e-13, -1.924e-13, 2.398e-17, 7.682e-16, -2.481e-16
410.900, 1.410e-13, 5.481e-13, -1.924e-13, 2.395e-17, 7.682e-16, -2.481e-16
411.000, 1.410e-13, 5.482e-13, -1.925e-13, 2.391e-17, 7.682e-16, -2.481e-16
411.100, 1.410e-13, 5.483e-13, -1.925e-13, 2.387e-17, 7.681e-16, -2.480e-16
411.200, 1.410e-13, 5.484e-13, -1.925e-13, 2.384e-17, 7.681e-16, -2.480e-16
411.300, 1.409e-13, 5.485e-13, -1.926e-13, 2.380e-17, 7.681e-16, -2.480e-16
411.400, 1.409e-13, 5.486e-13, -1.926e-13, 2.377e-17, 7.681e-16, -2.480e-16
411.500, 1.409e-13, 5.487e-13, -1.926e-13, 2.373e-17, 7.681e-16, -2.480e-16
411.600, 1.409e-13, 5.488e-13, -1.927e-13, 2.370e-17, 7.680e-16, -2.480e-16
411.700, 1.409e-13, 5.489e-13, -1.927e-13, 2.366e-17, 7.680e-16, -2.480e-16
411.800, 1.409e-13, 5.490e-13, -1.927e-13, 2.363e-17, 7.680e-16, -2.480e-16
411.900, 1.409e-13, 5.491e-13, -1.928e-13, 2.359e-17, 7.680e-16, -2.480e-16
412.000, 1.409e-13, 5.492e-13, -1.928e-13, 2.355e-17, 7.679e-16, -2.480e-16
412.100, 1.409e-13, 5.494e-13, -1.928e-13, 2.352e-17, 7.679e-16, -2.480e-16
412.200, 1.409e-13, 5.495e-13, -1.929e-13, 2.348e-17, 7.679e-16, -2.480e-16
412.300, 1.409e-13, 5.496e-13, -1.929e-13, 2.345e-17, 7.679e-16, -2.480e-16
412.400, 1.409e-13, 5.497e-13, -1.929e-13, 2.341e-17, 7.679e-16, -2.480e-16
412.500, 1.409e-13, 5.498e-13, -1.930e-13, 2.338e-17, 7.678e-16, -2.479e-16
412.600, 1.409e-13, 5.499e-13, -1.930e-13, 2.334e-17, 7.678e-16, -2.479e-16
412.700, 1.409e-13, 5.500e-13, -1.930e-13, 2.331e-17, 7.678e-16, -2.479e-16
412.800, 1.409e-13, 5.501e-13, -1.931e-13, 2.327e-17, 7.678e-16, -2.479e-16
412.900, 1.409e-13, 5.502e-13, -1.931e-13, 2.323e-17, 7.678e-16, -2.479e-16
413.000, 1.409e-13, 5.503e-13, -1.931e-13, 2.320e-17, 7.677e-16, -2.479e-16
413.100, 1.409e-13, 5.504e-13, -1.932e-13, 2.316e-17, 7.677e-16, -2.479e-16
413.200, 1.409e-13, 5.505e-13, -1.932e-13, 2.313e-17, 7.677e-16, -2.479e-16
413.300, 1.409e-13, 5.506e-13, -1.932e-13, 2.309e-17, 7.677e-16, -2.479e-16
413.400, 1.409e-13, 5.507e-13, -1.933e-13, 2.306e-17, 7.676e-16, -2.479e-16
413.500, 1.409e-13, 5.508e-13, -1.933e-13, 2.302e-17, 7.676e-16, -2.479e-16
413.600, 1.409e-13, 5.509e-13, -1.933e-13, 2.299e-17, 7.676e-16, -2.479e-16
413.700, 1.408e-13, 5.510e-13, -1.934e-13, 2.295e-17, 7.676e-16, -2.479e-16
413.800, 1.408e-13, 5.511e-13, -1.934e-13, 2.292e-17, 7.676e-16, -2.478e-16
413.900, 1.408e-13, 5.512e-13, -1.934e-13, 2.288e-17, 7.675e-16, -2.478e-16
414.000, 1.408e-13, 5.514e-13, -1.935e-13, 2.285e-17, 7.675e-16, -2.478e-16
414.100, 1.408e-13, 5.515e-13, -1.935e-13, 2.281e-17, 7.675e-16, -2.478e-16
414.200, 1.408e-13, 5.516e-13, -1.935e-13, 2.277e-17, 7.675e-16, -2.478e-16
414.300, 1.408e-13, 5.517e-13, -1.936e-13, 2.274e-17, 7.675e-16, -2.478e-16
414.400, 1.408e-13, 5.518e-13, -1.936e-13, 2.270e-17, 7.674e-16, -2.478e-16
414.500, 1.408e-13, 5.519e-13, -1.936e-13, 2.267e-17, 7.674e-16, -2.478e-16
414.600, 1.408e-13, 5.520e-13, -1.937e-13, 2.263e-17, 7.674e-16, -2.478e-16
414.700, 1.408e-13, 5.521e-13, -1.937e-13, 2.260e-17, 7.674e-16, -2.478e-16
414.800, 1.408e-13, 5.522e-13, -1.937e-13, 2.256e-17, 7.673e-16, -2.478e-16
414.900, 1.408e-13, 5.523e-13, -1.938e-13, 2.253e-17, 7.673e-16, -2.478e-16
415.000, 1.408e-13, 5.524e-13, -1.938e-13, 2.249e-17, 7.673e-16, -2.478e-16
415.100, 1.408e-13, 5.525e-13, -1.938e-13, 2.246e-17, 7.673e-16, -2.478e-16
415.200, 1.408e-13, 5.526e-13, -1.939e-13, 2.242e-17, 7.673e-16, -2.477e-16
415.300, 1.408e-13, 5.527e-13, -1.939e-13, 2.239e-17, 7.672e-16, -2.477e-16
415.400, 1.408e-13, 5.528e-13, -1.939e-13, 2.235e-17, 7.672e-16, -2.477e-16
415.500, 1.408e-13, 5.529e-13, -1.940e-13, 2.232e-17, 7.672e-16, -2.477e-16
415.600, 1.408e-13, 5.530e-13, -1.940e-13, 2.228e-17, 7.672e-16, -2.477e-16
415.700, 1.408e-13, 5.531e-13, -1.940e-13, 2.224e-17, 7.672e-16, -2.477e-16
415.800, 1.408e-13, 5.532e-13, -1.941e-13, 2.221e-17, 7.671e-16, -2.477e-16
415.900, 1.408e-13, 5.534e-13, -1.941e-13, 2.217e-17, 7.671e-16, -2.477e-16
416.000, 1.408e-13, 5.535e-13, -1.941e-13, 2.214e-17, 7.671e-16, -2.477e-16
416.100, 1.407e-13, 5.536e-13, -1.942e-13, 2.210e-17, 7.671e-16, -2.477e-16
416.200, 1.407e-13, 5.537e-13, -1.942e-13, 2.207e-17, 7.670e-16, -2.477e-16
416.300, 1.407e-13, 5.538e-13, -1.942e-13, 2.203e-17, 7.670e-16, -2.477e-16
416.400, 1.407e-13, 5.539e-13, -1.943e-13, 2.200e-17, 7.670e-16, -2.477e-16
416.500, 1.407e-13, 5.540e-13, -1.943e-13, 2.196e-17, 7.670e-16, -2.476e-16
416.600, 1.407e-13, 5.541e-13, -1.943e-13, 2.193e-17, 7.670e-16, -2.476e-16
416.700, 1.407e-13, 5.542e-13, -1.944e-13, 2.189e-17, 7.669e-16, -2.476e-16
416.800, 1.407e-13, 5.543e-13, -1.944e-13, 2.186e-17, 7.669e-16, -2.476e-16
416.900, 1.407e-13, 5.544e-13, -1.944e-13, 2.182e-17, 7.669e-16, -2.476e-16
417.000, 1.407e-13, 5.545e-13, -1.945e-13, 2.179e-17, 7.669e-16, -2.476e-16
417.100, 1.407e-13, 5.546e-13, -1.945e-13, 2.175e-17, 7.669e-16, -2.476e-16
417.200, 1.407e-13, 5.547e-13, -1.945e-13, 2.172e-17, 7.668e-16, -2.476e-16
417.300, 1.407e-13, 5.548e-13, -1.946e-13, 2.168e-17, 7.668e-16, -2.476e-16
417.400, 1.407e-13, 5.549e-13, -1.946e-13, 2.165e-17, 7.668e-16, -2.476e-16
417.500, 1.407e-13, 5.550e-13, -1.946e-13, 2.161e-17, 7.668e-16, -2.476e-16
417.600, 1.407e-13, 5.551e-13, -1.947e-13, 2.158e-17, 7.667e-16, -2.476e-16
417.700, 1.407e-13, 5.552e-13, -1.947e-13, 2.154e-17, 7.667e-16, -2.476e-16
417.800, 1.407e-13, 5.553e-13, -1.947e-13, 2.151e-17, 7.667e-16, -2.475e-16
417.900, 1.407e-13, 5.555e-13, -1.948e-13, 2.147e-17, 7.667e-16, -2.475e-16
418.000, 1.407e-13, 5.556e-13, -1.948e-13, 2.144e-17, 7.667e-16, -2.475e-16
418.100, 1.407e-13, 5.557e-13, -1.948e-13, 2.140e-17, 7.666e-16, -2.475e-16
418.200, 1.407e-13, 5.558e-13, -1.949e-13, 2.137e-17, 7.666e-16, -2.475e-16
418.300, 1.407e-13, 5.559e-13, -1.949e-13, 2.133e-17, 7.666e-16, -2.475e-16
418.400, 1.406e-13, 5.560e-13, -1.949e-13, 2.130e-17, 7.666e-16, -2.475e-16
418.500, 1.406e-13, 5.561e-13, -1.950e-13, 2.126e-17, 7.665e-16, -2.475e-16
418.600, 1.406e-13, 5.562e-13, -1.950e-13, 2.123e-17, 7.665e-16, -2.475e-16
418.700, 1.406e-13, 5.563e-13, -1.950e-13, 2.119e-17, 7.665e-16, -2.475e-16
418.800, 1.406e-13, 5.564e-13, -1.951e-13, 2.116e-17, 7.665e-16, -2.475e-16
418.900, 1.406e-13, 5.565e-13, -1.951e-13, 2.112e-17, 7.665e-16, -2.475e-16
419.000, 1.406e-13, 5.566e-13, -1.951e-13, 2.109e-17, 7.664e-16, -2.475e-16
419.100, 1.406e-13, 5.567e-13, -1.952e-13, 2.105e-17, 7.664e-16, -2.475e-16
419.200, 1.406e-13, 5.568e-13, -1.952e-13, 2.102e-17, 7.664e-16, -2.474e-16
419.300, 1.406e-13, 5.569e-13, -1.952e-13, 2.098e-17, 7.664e-16, -2.474e-16
419.400, 1.406e-13, 5.570e-13, -1.953e-13, 2.095e-17, 7.664e-16, -2.474e-16
419.500, 1.406e-13, 5.571e-13, -1.953e-13, 2.091e-17, 7.663e-16, -2.474e-16
419.600, 1.406e-13, 5.572e-13, -1.953e-13, 2.088e-17, 7.663e-16, -2.474e-16
419.700, 1.406e-13, 5.573e-13, -1.954e-13, 2.084e-17, 7.663e-16, -2.474e-16
419.800, 1.406e-13, 5.574e-13, -1.954e-13, 2.081e-17, 7.663e-16, -2.474e-16
419.900, 1.406e-13, 5.575e-13, -1.954e-13, 2.077e-17, 7.662e-16, -2.474e-16
420.000, 1.406e-13, 5.577e-13, -1.955e-13, 2.074e-17, 7.662e-16, -2.474e-16
420.100, 1.406e-13, 5.578e-13, -1.955e-13, 2.070e-17, 7.662e-16, -2.474e-16
420.200, 1.406e-13, 5.579e-13, -1.955e-13, 2.067e-17, 7.662e-16, -2.474e-16
420.300, 1.406e-13, 5.580e-13, -1.956e-13, 2.063e-17, 7.662e-16, -2.474e-16
420.400, 1.406e-13, 5.581e-13, -1.956e-13, 2.060e-17, 7.661e-16, -2.474e-16
420.500, 1.406e-13, 5.582e-13, -1.956e-13, 2.056e-17, 7.661e-16, -2.473e-16
420.600, 1.405e-13, 5.583e-13, -1.957e-13, 2.053e-17, 7.661e-16, -2.473e-16
420.700, 1.405e-13, 5.584e-13, -1.957e-13, 2.049e-17, 7.661e-16, -2.473e-16
420.800, 1.405e-13, 5.585e-13, -1.957e-13, 2.046e-17, 7.661e-16, -2.473e-16
420.900, 1.405e-13, 5.586e-13, -1.958e-13, 2.042e-17, 7.660e-16, -2.473e-16
421.000, 1.405e-13, 5.587e-13, -1.958e-13, 2.039e-17, 7.660e-16, -2.473e-16
421.100, 1.405e-13, 5.588e-13, -1.958e-13, 2.035e-17, 7.660e-16, -2.473e-16
421.200, 1.405e-13, 5.589e-13, -1.959e-13, 2.032e-17, 7.660e-16, -2.473e-16
421.300, 1.405e-13, 5.590e-13, -1.959e-13, 2.028e-17, 7.659e-16, -2.473e-16
421.400, 1.405e-13, 5.591e-13, -1.959e-13, 2.025e-17, 7.659e-16, -2.473e-16
421.500, 1.405e-13, 5.592e-13, -1.960e-13, 2.021e-17, 7.659e-16, -2.473e-16
421.600, 1.405e-13, 5.593e-13, -1.960e-13, 2.018e-17, 7.659e-16, -2.473e-16
421.700, 1.405e-13, 5.594e-13, -1.960e-13, 2.014e-17, 7.659e-16, -2.473e-16
421.800, 1.405e-13, 5.595e-13, -1.961e-13, 2.011e-17, 7.658e-16, -2.473e-16
421.900, 1.405e-13, 5.596e-13, -1.961e-13, 2.007e-17, 7.658e-16, -2.472e-16
422.000, 1.405e-13, 5.597e-13, -1.961e-13, 2.004e-17, 7.658e-16, -2.472e-16
422.100, 1.405e-13, 5.599e-13, -1.962e-13, 2.000e-17, 7.658e-16, -2.472e-16
422.200, 1.405e-13, 5.600e-13, -1.962e-13, 1.997e-17, 7.657e-16, -2.472e-16
422.300, 1.405e-13, 5.601e-13, -1.962e-13, 1.994e-17, 7.657e-16, -2.472e-16
422.400, 1.405e-13, 5.602e-13, -1.963e-13, 1.990e-17, 7.657e-16, -2.472e-16
422.500, 1.405e-13, 5.603e-13, -1.963e-13, 1.987e-17, 7.657e-16, -2.472e-16
422.600, 1.405e-13, 5.604e-13, -1.963e-13, 1.983e-17, 7.657e-16, -2.472e-16
422.700, 1.405e-13, 5.605e-13, -1.964e-13, 1.980e-17, 7.656e-16, -2.472e-16
422.800, 1.405e-13, 5.606e-13, -1.964e-13, 1.976e-17, 7.656e-16, -2.472e-16
422.900, 1.404e-13, 5.607e-13, -1.964e-13, 1.973e-17, 7.656e-16, -2.472e-16
423.000, 1.404e-13, 5.608e-13, -1.965e-13, 1.969e-17, 7.656e-16, -2.472e-16
423.100, 1.404e-13, 5.609e-13, -1.965e-13, 1.966e-17, 7.656e-16, -2.472e-16
423.200, 1.404e-13, 5.610e-13, -1.965e-13, 1.962e-17, 7.655e-16, -2.471e-16
423.300, 1.404e-13, 5.611e-13, -1.966e-13, 1.959e-17, 7.655e-16, -2.471e-16
423.400, 1.404e-13, 5.612e-13, -1.966e-13, 1.955e-17, 7.655e-16, -2.471e-16
423.500, 1.404e-13, 5.613e-13, -1.966e-13, 1.952e-17, 7.655e-16, -2.471e-16
423.600, 1.404e-13, 5.614e-13, -1.967e-13, 1.948e-17, 7.654e-16, -2.471e-16
423.700, 1.404e-13, 5.615e-13, -1.967e-13, 1.945e-17, 7.654e-16, -2.471e-16
423.800, 1.404e-13, 5.616e-13, -1.967e-13, 1.942e-17, 7.654e-16, -2.471e-16
423.900, 1.404e-13, 5.617e-13, -1.968e-13, 1.938e-17, 7.654e-16, -2.471e-16
424.000, 1.404e-13, 5.618e-13, -1.968e-13, 1.935e-17, 7.654e-16, -2.471e-16
424.100, 1.404e-13, 5.619e-13, -1.968e-13, 1.931e-17, 7.653e-16, -2.471e-16
424.200, 1.404e-13, 5.620e-13, -1.969e-13, 1.928e-17, 7.653e-16, -2.471e-16
424.300, 1.404e-13, 5.622e-13, -1.969e-13, 1.924e-17, 7.653e-16, -2.471e-16
424.400, 1.404e-13, 5.623e-13, -1.969e-13, 1.921e-17, 7.653e-16, -2.471e-16
424.500, 1.404e-13, 5.624e-13, -1.970e-13, 1.917e-17, 7.652e-16, -2.470e-16
424.600, 1.404e-13, 5.625e-13, -1.970e-13, 1.914e-17, 7.652e-16, -2.470e-16
424.700, 1.404e-13, 5.626e-13, -1.970e-13, 1.910e-17, 7.652e-16, -2.470e-16
424.800, 1.404e-13, 5.627e-13, -1.971e-13, 1.907e-17, 7.652e-16, -2.470e-16
424.900, 1.404e-13, 5.628e-13, -1.971e-13, 1.904e-17, 7.652e-16, -2.470e-16
425.000, 1.404e-13, 5.629e-13, -1.971e-13, 1.900e-17, 7.651e-16, -2.470e-16
425.100, 1.403e-13, 5.630e-13, -1.972e-13, 1.897e-17, 7.651e-16, -2.470e-16
425.200, 1.403e-13, 5.631e-13, -1.972e-13, 1.893e-17, 7.651e-16, -2.470e-16
425.300, 1.403e-13, 5.632e-13, -1.972e-13, 1.890e-17, 7.651e-16, -2.470e-16
425.400, 1.403e-13, 5.633e-13, -1.973e-13, 1.886e-17, 7.650e-16, -2.470e-16
425.500, 1.403e-13, 5.634e-13, -1.973e-13, 1.883e-17, 7.650e-16, -2.470e-16
425.600, 1.403e-13, 5.635e-13, -1.973e-13, 1.879e-17, 7.650e-16, -2.470e-16
425.700, 1.403e-13, 5.636e-13, -1.974e-13, 1.876e-17, 7.650e-16, -2.470e-16
425.800, 1.403e-13, 5.637e-13, -1.974e-13, 1.873e-17, 7.650e-16, -2.469e-16
425.900, 1.403e-13, 5.638e-13, -1.974e-13, 1.869e-17, 7.649e-16, -2.469e-16
426.000, 1.403e-13, 5.639e-13, -1.975e-13, 1.866e-17, 7.649e-16, -2.469e-16
426.100, 1.403e-13, 5.640e-13, -1.975e-13, 1.862e-17, 7.649e-16, -2.469e-16
426.200, 1.403e-13, 5.641e-13, -1.975e-13, 1.859e-17, 7.649e-16, -2.469e-16
426.300, 1.403e-13, 5.642e-13, -1.976e-13, 1.855e-17, 7.649e-16, -2.469e-16
426.400, 1.403e-13, 5.643e-13, -1.976e-13, 1.852e-17, 7.648e-16, -2.469e-16
426.500, 1.403e-13, 5.644e-13, -1.976e-13, 1.848e-17, 7.648e-16, -2.469e-16
426.600, 1.403e-13, 5.646e-13, -1.977e-13, 1.845e-17, 7.648e-16, -2.469e-16
426.700, 1.403e-13, 5.647e-13, -1.977e-13, 1.842e-17, 7.648e-16, -2.469e-16
426.800, 1.403e-13, 5.648e-13, -1.977e-13, 1.838e-17, 7.647e-16, -2.469e-16
426.900, 1.403e-13, 5.649e-13, -1.978e-13, 1.835e-17, 7.647e-16, -2.469e-16
427.000, 1.403e-13, 5.650e-13, -1.978e-13, 1.831e-17, 7.647e-16, -2.469e-16
427.100, 1.403e-13, 5.651e-13, -1.978e-13, 1.828e-17, 7.647e-16, -2.469e-16
427.200, 1.402e-13, 5.652e-13, -1.979e-13, 1.824e-17, 7.647e-16, -2.468e-16
427.300, 1.402e-13, 5.653e-13, -1.979e-13, 1.821e-17, 7.646e-16, -2.468e-16
427.400, 1.402e-13, 5.654e-13, -1.979e-13, 1.817e-17, 7.646e-16, -2.468e-16
427.500, 1.402e-13, 5.655e-13, -1.980e-13, 1.814e-17, 7.646e-16, -2.468e-16
427.600, 1.402e-13, 5.656e-13, -1.980e-13, 1.811e-17, 7.646e-16, -2.468e-16
427.700, 1.402e-13, 5.657e-13, -1.980e-13, 1.807e-17, 7.645e-16, -2.468e-16
427.800, 1.402e-13, 5.658e-13, -1.981e-13, 1.804e-17, 7.645e-16, -2.468e-16
427.900, 1.402e-13, 5.659e-13, -1.981e-13, 1.800e-17, 7.645e-16, -2.468e-16
428.000, 1.402e-13, 5.660e-13, -1.981e-13, 1.797e-17, 7.645e-16, -2.468e-16
428.100, 1.402e-13, 5.661e-13, -1.982e-13, 1.793e-17, 7.645e-16, -2.468e-16
428.200, 1.402e-13, 5.662e-13, -1.982e-13, 1.790e-17, 7.644e-16, -2.468e-16
428.300, 1.402e-13, 5.663e-13, -1.982e-13, 1.787e-17, 7.644e-16, -2.468e-16
428.400, 1.402e-13, 5.664e-13, -1.983e-13, 1.783e-17, 7.644e-16, -2.468e-16
428.500, 1.402e-13, 5.665e-13, -1.983e-13, 1.780e-17, 7.644e-16, -2.467e-16
